target_role,student_id,age,gender,city,state,pincode,education_level,institution,institution_tier,major,graduation_year,gpa,gpa_rounded,skills,skills_count,has_python,has_java,has_javascript,has_sql,projects_count,projects,internships_count,internship_companies,has_internship,premium_internship,work_experience_years,experience_level,has_experience,certifications,certifications_count,has_certification,has_github,has_linkedin,online_presence_score,expected_salary_lpa,willing_to_relocate,preferred_locations,education_experience_score,skill_certification_score,overall_profile_score,data_version
Software Engineer,STU008023,22,Male,Hyderabad,Telangana,690707,Bachelor's,NIT Durgapur,Tier-2,Computer Science,2027,6.5,6,"Algorithms, REST APIs, Docker, Git, C++, Data Structures, Java",7,0,1,0,0,2,Weather App - 2023 | Social Media App - 2020,1,Google,1,1,0.0,Fresher,0,Google Cloud Developer,1,1,1,1,1.0,8.02,1,"Bangalore, Pune, Delhi-NCR",0.65,0.93,0.53,0cd8875c
Product Manager,STU003307,18,Male,Ahmedabad,Gujarat,946773,Bachelor's,Delhi University,Tier-2,MBA,2028,7.29,7,"User Stories, Wireframing, JIRA, Market Research, Product Strategy, Analytics",6,0,0,0,0,5,Marketing Campaign - 2023 | Marketing Campaign - 2020 | Market Analysis - 2023 | Market Analysis - 2020 | Market Analysis - 2022,1,SAP,1,0,0.0,Fresher,0,Product School Certification,1,1,0,1,0.5,13.82,1,"Hyderabad, Mumbai",0.73,0.8,0.53,0cd8875c
Product Manager,STU004382,21,Female,Chennai,Tamil Nadu,638784,Master's,IIM Lucknow,Tier-1,Computer Science,2025,7.53,8,"Agile, User Stories, Market Research, Analytics, MVP Development, Product Strategy, JIRA, Wireframing",8,0,0,0,0,3,Marketing Campaign - 2020 | Financial Model - 2024 | Market Analysis - 2020,1,Ola Electric,1,0,1.1,Junior,1,"Product School Certification, Pragmatic Institute Certification",2,1,0,1,0.5,21.89,1,Chennai,0.92,1.33,0.68,0cd8875c
Business Analyst,STU006044,21,Male,Hyderabad,Telangana,703840,Master's,IIM Indore,Tier-1,Economics,2027,7.09,7,"Tableau, Excel, Stakeholder Management, SQL, Visio, Power BI, Data Analysis",7,0,0,0,1,4,Market Analysis - 2020 | HR Policy - 2021 | Market Analysis - 2022 | HR Policy - 2023,1,Cognizant,1,0,0.0,Fresher,0,"Tableau Certification, Certified Business Analysis Professional",2,1,0,1,0.5,13.91,1,Pune,0.71,1.17,0.6,0cd8875c
Research Scientist,STU003091,22,Male,Kolkata,West Bengal,949374,PhD,Christ University,Tier-2,Chemistry,2025,8.61,9,"Grant Writing, Technical Writing, Python, Data Analysis, Lab Techniques, R, Research Methodology",7,1,0,0,0,4,Lab Experiment - 2020 | Lab Experiment - 2023 | Research Paper - 2022 | Data Collection - 2024,2,"Oracle, EY",1,0,1.8,Junior,1,None,0,0,0,0,0.0,13.41,1,"Delhi-NCR, Bangalore, Hyderabad",1.17,0.7,0.6,0cd8875c
Web Developer,STU000595,25,Female,Jaipur,Rajasthan,508877,Bachelor's,IIT Delhi,Tier-1,Computer Science,2027,9.54,10,"CSS, HTML, JavaScript, MongoDB, Git, Redux, Node.js",7,0,0,1,0,4,Task Manager - 2023 | Social Media App - 2020 | Task Manager - 2023 | Weather App - 2023,0,None,0,0,0.0,Fresher,0,MongoDB Certification,1,1,0,1,0.5,7.5,1,"Pune, Chennai",0.95,0.93,0.62,0cd8875c
Machine Learning Engineer,STU008560,25,Male,Hyderabad,Telangana,444065,Master's,IIT Hyderabad,Tier-1,AI/ML,2025,7.29,7,"Keras, NLP, Python, Computer Vision, Scikit-learn, Deep Learning",6,1,0,0,0,3,Weather App - 2024 | Social Media App - 2022 | Task Manager - 2021,3,"Razorpay, Google, Deloitte",1,1,1.2,Junior,1,Azure AI Engineer,1,1,1,1,1.0,17.67,1,Hyderabad,0.9,0.8,0.56,0cd8875c
UX Designer,STU001176,25,Female,Kolkata,West Bengal,656359,Bachelor's,VIT Vellore,Tier-2,Fine Arts,2025,6.49,6,"Wireframing, Figma, Usability Testing, Prototyping, User Research, Information Architecture, Adobe XD, Sketch",8,0,0,0,0,3,Weather App - 2020 | Weather App - 2020 | Task Manager - 2023,3,"Flipkart, IBM, Oracle",1,0,1.7,Junior,1,None,0,0,1,1,1.0,10.39,0,Hyderabad,0.87,0.8,0.56,0cd8875c
Mechanical Engineer,STU006945,19,Female,Bangalore,Karnataka,898421,Bachelor's,BITS Pilani,Tier-2,Mechanical Engineering,2028,7.55,8,"Fluid Mechanics, AutoCAD, Manufacturing, SolidWorks, CATIA, Thermodynamics, FEA",7,0,0,0,0,2,Thermal Analysis - 2021 | Building Plan - 2024,1,Bosch,1,0,0.0,Fresher,0,ASME Certification,1,1,0,1,0.5,7.71,1,"Bangalore, Chennai, Mumbai",0.76,0.93,0.57,0cd8875c
Business Analyst,STU002104,21,Female,Delhi,Delhi,635563,Bachelor's,Mumbai University,Tier-2,Economics,2026,8.46,8,"Excel, Power BI, Stakeholder Management, Visio, Requirements Gathering, SQL, Tableau, Data Analysis",8,0,0,0,1,5,Market Analysis - 2021 | Marketing Campaign - 2024 | Market Analysis - 2020 | Market Analysis - 2023 | Marketing Campaign - 2021,1,IBM,1,0,0.9,Junior,1,Certified Business Analysis Professional,1,1,0,1,0.5,7.65,1,Delhi-NCR,1.0,1.07,0.65,0cd8875c
Electrical Engineer,STU007500,20,Female,Chennai,Tamil Nadu,982118,Bachelor's,Jadavpur University,Tier-2,Electrical Engineering,2025,8.07,8,"Circuit Design, Embedded Systems, VLSI, Simulink, Power Systems, MATLAB, PLC",7,0,0,0,0,3,Bridge Design - 2024 | Building Plan - 2022 | Circuit Design - 2022,2,"Bajaj Auto, Reliance",1,0,1.1,Junior,1,Certified Automation Professional,1,1,0,1,0.5,6.05,0,Hyderabad,0.98,0.93,0.61,0cd8875c
Marketing Specialist,STU000004,19,Female,Delhi,Delhi,867460,Bachelor's,Xavier's Mumbai,Tier-2,Business Administration,2025,6.41,6,"Email Marketing, Social Media, Content Marketing, Google Analytics, SEO, PPC, Brand Management",7,0,0,0,0,5,HR Policy - 2023 | Marketing Campaign - 2020 | Financial Model - 2021 | Market Analysis - 2022 | Market Analysis - 2024,2,"Zerodha, Wipro",1,0,1.0,Junior,1,"Google Analytics Certification, SEMrush Certification",2,1,0,1,0.5,5.51,1,"Mumbai, Pune, Hyderabad",0.77,1.17,0.61,0cd8875c
Data Scientist,STU003454,20,Female,Jaipur,Rajasthan,665990,Master's,NIT Warangal,Tier-2,Computer Science,2025,6.1,6,"NumPy, Pandas, Statistics, R, SQL, Data Visualization, Tableau, TensorFlow, Machine Learning",9,0,0,0,1,2,Task Manager - 2021 | Task Manager - 2024,3,"Deloitte, Google, Infosys",1,1,1.7,Junior,1,None,0,0,1,1,1.0,13.42,1,"Mumbai, Pune",0.82,0.9,0.58,0cd8875c
Civil Engineer,STU006537,26,Female,Hyderabad,Telangana,350924,Bachelor's,Thapar University,Tier-2,Civil Engineering,2025,6.86,7,"Structural Analysis, Surveying, Construction Management, Project Management, AutoCAD, Revit",6,0,0,0,0,5,Thermal Analysis - 2023 | Building Plan - 2024 | Circuit Design - 2023 | Thermal Analysis - 2021 | Building Plan - 2022,2,"Schneider Electric, Schneider Electric",1,0,1.2,Junior,1,AutoCAD Certified Professional,1,1,0,1,0.5,4.63,0,Hyderabad,0.85,0.8,0.55,0cd8875c
Electrical Engineer,STU006648,21,Female,Jaipur,Rajasthan,622531,Bachelor's,NIT Warangal,Tier-2,Electrical Engineering,2025,8.1,8,"Simulink, PLC, MATLAB, Embedded Systems, VLSI, Circuit Design, Power Systems",7,0,0,0,0,2,Bridge Design - 2021 | Thermal Analysis - 2021,1,L&T,1,0,1.6,Junior,1,None,0,0,0,1,0.5,5.86,0,"Mumbai, Chennai",1.07,0.7,0.58,0cd8875c
Civil Engineer,STU004389,18,Female,Kolkata,West Bengal,116395,Bachelor's,IIT Indore,Tier-1,Civil Engineering,2026,9.07,9,"Surveying, Project Management, Structural Analysis, Construction Management, Revit, STAAD Pro, AutoCAD",7,0,0,0,0,4,Bridge Design - 2023 | Bridge Design - 2023 | Thermal Analysis - 2021 | Bridge Design - 2023,2,"Schneider Electric, Siemens",1,0,0.6,Junior,1,LEED Green Associate,1,1,0,1,0.5,4.76,0,Chennai,1.02,0.93,0.63,0cd8875c
HR Generalist,STU000759,26,Male,Bangalore,Karnataka,822652,Bachelor's,BHU,Tier-2,HR Management,2024,7.37,7,"Employee Relations, Training, Recruitment, Communication, HR Policies, Excel, Performance Management",7,0,0,0,0,2,Market Analysis - 2024 | Marketing Campaign - 2021,3,"TCS, VMware, Oracle",1,0,2.9,Mid-Level,1,HR Analytics Certification,1,1,0,1,0.5,6.54,1,"Hyderabad, Pune",1.16,0.93,0.64,0cd8875c
UX Designer,STU008569,19,Female,Mumbai,Maharashtra,572384,Bachelor's,IIIT Pune,Tier-2,Fine Arts,2025,6.65,7,"Prototyping, Sketch, Figma, Usability Testing, User Research, Wireframing",6,0,0,0,0,3,Task Manager - 2020 | E-commerce Platform - 2021 | E-commerce Platform - 2022,2,"TCS, TCS",1,0,1.4,Junior,1,Google UX Design Professional,1,1,1,1,1.0,6.32,1,"Delhi-NCR, Hyderabad, Bangalore",0.85,0.8,0.55,0cd8875c
HR Generalist,STU001102,18,Male,Pune,Maharashtra,547949,Bachelor's,Symbiosis International,Tier-2,Psychology,2028,8.17,8,"Employee Relations, Communication, Performance Management, HR Policies, Training, Recruitment, Excel",7,0,0,0,0,4,HR Policy - 2020 | HR Policy - 2022 | HR Policy - 2020 | Financial Model - 2024,1,Infosys,1,0,0.0,Fresher,0,HRCI Certification,1,1,0,1,0.5,5.63,0,"Chennai, Bangalore",0.82,0.93,0.58,0cd8875c
Product Manager,STU006133,21,Male,Ahmedabad,Gujarat,139216,Bachelor's,Symbiosis International,Tier-2,MBA,2024,8.44,8,"JIRA, Analytics, Product Strategy, MVP Development, Wireframing, User Stories, Agile, Market Research",8,0,0,0,0,3,Marketing Campaign - 2020 | HR Policy - 2022 | Marketing Campaign - 2024,2,"Meesho, PhysicsWallah",1,0,2.6,Mid-Level,1,"Product School Certification, Google Project Management",2,1,0,1,0.5,22.37,0,"Pune, Chennai",1.28,1.33,0.75,0cd8875c
UX Designer,STU002746,24,Male,Ahmedabad,Gujarat,420353,Bachelor's,NIT Allahabad,Tier-2,Design,2026,7.24,7,"Usability Testing, Information Architecture, Figma, Adobe XD, Sketch, User Research, Wireframing, Prototyping",8,0,0,0,0,4,Social Media App - 2024 | Weather App - 2021 | Social Media App - 2022 | Weather App - 2023,2,"BYJU'S, Amazon",1,1,0.2,Junior,1,HFI Certification,1,1,1,1,1.0,9.27,0,"Hyderabad, Chennai, Bangalore",0.75,1.07,0.59,0cd8875c
Mechanical Engineer,STU005181,22,Male,Bangalore,Karnataka,107504,Master's,Shiv Nadar University,Tier-2,Mechanical Engineering,2025,7.54,8,"Manufacturing, Fluid Mechanics, CATIA, FEA, AutoCAD, Thermodynamics, SolidWorks",7,0,0,0,0,2,Building Plan - 2022 | Building Plan - 2022,4,"ABB, Schneider Electric, Reliance, Bosch",1,0,1.8,Junior,1,SolidWorks Certified Professional,1,1,0,1,0.5,8.28,1,Hyderabad,1.03,0.93,0.62,0cd8875c
Financial Analyst,STU007886,22,Male,Delhi,Delhi,888302,Bachelor's,NMIMS,Tier-2,Economics,2024,6.02,6,"Accounting, Excel, Risk Analysis, Valuation, Financial Modeling, Bloomberg",6,0,0,0,0,4,Market Analysis - 2022 | Market Analysis - 2021 | Market Analysis - 2021 | HR Policy - 2023,3,"Infosys, Meesho, Rivigo",1,0,2.5,Mid-Level,1,FRM Certification,1,1,0,1,0.5,11.42,1,Bangalore,0.9,0.8,0.56,0cd8875c
Business Analyst,STU005103,22,Female,Delhi,Delhi,908557,Bachelor's,Ashoka University,Tier-2,Economics,2027,6.2,6,"Excel, Requirements Gathering, SQL, Visio, Tableau, Stakeholder Management",6,0,0,0,1,2,Marketing Campaign - 2024 | Financial Model - 2020,1,TCS,1,0,0.0,Fresher,0,Google Data Analytics,1,1,0,1,0.5,8.35,1,Delhi-NCR,0.62,0.8,0.49,0cd8875c
Web Developer,STU008049,22,Female,Jaipur,Rajasthan,808037,Bachelor's,NIT Durgapur,Tier-2,Computer Science,2027,7.22,7,"TypeScript, MongoDB, Redux, React, Git, CSS, Express, JavaScript, HTML, Node.js",10,0,0,1,0,5,E-commerce Platform - 2020 | Social Media App - 2020 | E-commerce Platform - 2020 | Weather App - 2020 | Weather App - 2021,2,"CRED, Accenture",1,0,0.0,Fresher,0,"AWS Certified Cloud Practitioner, Google UX Design, MongoDB Certification",3,1,1,1,1.0,6.46,1,"Mumbai, Chennai, Pune",0.72,2.0,0.75,0cd8875c
UX Designer,STU007913,20,Female,Pune,Maharashtra,115527,Bachelor's,IIT Kanpur,Tier-1,Design,2026,7.32,7,"Sketch, Prototyping, User Research, Information Architecture, Figma, Adobe XD",6,0,0,0,0,4,Weather App - 2022 | Weather App - 2024 | E-commerce Platform - 2020 | Task Manager - 2020,1,Paytm,1,0,0.9,Junior,1,None,0,0,1,1,1.0,10.21,1,"Delhi-NCR, Pune",0.86,0.6,0.5,0cd8875c
Software Engineer,STU007591,19,Male,Pune,Maharashtra,220877,Bachelor's,NIT Allahabad,Tier-2,Computer Science,2025,6.05,6,"REST APIs, C++, Docker, Algorithms, Python, Git, Microservices, Data Structures, SQL",9,1,0,0,1,4,Social Media App - 2023 | Social Media App - 2023 | E-commerce Platform - 2022 | Social Media App - 2024,1,Razorpay,1,0,1.5,Junior,1,AWS Certified Developer,1,1,1,1,1.0,11.0,0,"Delhi-NCR, Hyderabad, Chennai",0.79,1.2,0.62,0cd8875c
DevOps Engineer,STU005951,26,Female,Pune,Maharashtra,152753,Bachelor's,IIIT Delhi,Tier-1,Information Technology,2024,7.4,7,"AWS, Terraform, Kubernetes, Git, Ansible, Docker, Monitoring, CI/CD",8,0,0,0,0,4,Weather App - 2023 | Task Manager - 2020 | Task Manager - 2020 | Social Media App - 2023,1,PwC,1,0,2.9,Mid-Level,1,None,0,0,1,1,1.0,9.68,1,"Chennai, Bangalore, Hyderabad",1.17,0.8,0.62,0cd8875c
Software Engineer,STU007305,22,Female,Lucknow,Uttar Pradesh,728893,Bachelor's,NIT Jaipur,Tier-2,Software Engineering,2028,6.65,7,"REST APIs, Algorithms, Python, Git, C++, SQL, Data Structures, Microservices",8,1,0,0,1,2,E-commerce Platform - 2024 | Task Manager - 2022,2,"Infosys, Dream11",1,0,0.0,Fresher,0,Google Cloud Developer,1,1,0,1,0.5,10.49,1,"Delhi-NCR, Pune",0.67,1.07,0.57,0cd8875c
Mechanical Engineer,STU000613,24,Male,Mumbai,Maharashtra,349288,Bachelor's,IIT Bombay,Tier-1,Mechanical Engineering,2026,8.14,8,"Manufacturing, CATIA, FEA, AutoCAD, Fluid Mechanics, Thermodynamics, SolidWorks",7,0,0,0,0,5,Bridge Design - 2020 | Bridge Design - 2021 | Building Plan - 2023 | Building Plan - 2020 | Bridge Design - 2022,1,Mahindra,1,0,0.3,Junior,1,None,0,0,0,1,0.5,5.48,1,Chennai,0.86,0.7,0.54,0cd8875c
Business Analyst,STU006509,22,Female,Bangalore,Karnataka,429786,Bachelor's,BHU,Tier-2,Economics,2028,8.32,8,"Data Analysis, SQL, Visio, Tableau, Requirements Gathering, Power BI, Stakeholder Management, Excel",8,0,0,0,1,5,Marketing Campaign - 2022 | HR Policy - 2024 | Marketing Campaign - 2024 | Financial Model - 2021 | Market Analysis - 2020,2,"IBM, Meesho",1,0,0.0,Fresher,0,Certified Business Analysis Professional,1,1,0,1,0.5,9.95,0,Chennai,0.83,1.07,0.62,0cd8875c
Financial Analyst,STU003966,21,Male,Lucknow,Uttar Pradesh,860470,Bachelor's,Xavier's Mumbai,Tier-2,Finance,2026,6.14,6,"Valuation, Bloomberg, Excel, Python, Accounting, Financial Modeling, Risk Analysis",7,1,0,0,0,5,Financial Model - 2023 | Market Analysis - 2022 | Market Analysis - 2023 | Financial Model - 2021 | Financial Model - 2023,2,"Infosys, Meesho",1,0,0.7,Junior,1,Financial Modeling Certificate,1,1,0,1,0.5,10.74,1,"Mumbai, Delhi-NCR, Hyderabad",0.7,0.93,0.54,0cd8875c
Financial Analyst,STU004626,26,Female,Delhi,Delhi,199353,Bachelor's,Christ University,Tier-2,Economics,2025,6.15,6,"Valuation, Accounting, Python, Excel, Financial Modeling, Risk Analysis",6,1,0,0,0,2,Financial Model - 2024 | Financial Model - 2024,2,"Oracle, CRED",1,0,1.3,Junior,1,FRM Certification,1,1,0,1,0.5,8.44,1,"Chennai, Pune, Mumbai",0.77,0.8,0.53,0cd8875c
Business Analyst,STU000854,25,Male,Jaipur,Rajasthan,270040,Master's,IIM Indore,Tier-1,Business Analytics,2027,7.42,7,"Requirements Gathering, Stakeholder Management, Data Analysis, SQL, Tableau, Power BI, Visio, Excel",8,0,0,0,1,4,Marketing Campaign - 2021 | Marketing Campaign - 2021 | Financial Model - 2021 | HR Policy - 2023,2,"Rivigo, Deloitte",1,0,0.0,Fresher,0,None,0,0,0,1,0.5,9.0,0,Chennai,0.74,0.8,0.54,0cd8875c
Marketing Specialist,STU006015,26,Female,Bangalore,Karnataka,652602,Bachelor's,St. Stephens Delhi,Tier-2,Mass Communication,2024,6.34,6,"PPC, Brand Management, SEO, Google Analytics, Content Marketing, Social Media",6,0,0,0,0,3,HR Policy - 2024 | Financial Model - 2023 | Marketing Campaign - 2023,3,"ShareChat, CRED, Zerodha",1,0,2.8,Mid-Level,1,"Facebook Blueprint, Google Analytics Certification, SEMrush Certification",3,1,0,1,0.5,8.56,1,"Hyderabad, Bangalore",0.99,1.2,0.68,0cd8875c
Product Manager,STU002184,22,Female,Delhi,Delhi,926381,Master's,NMIMS,Tier-2,Computer Science,2026,7.12,7,"Market Research, Product Strategy, JIRA, Agile, User Stories, Analytics, Wireframing",7,0,0,0,0,3,HR Policy - 2024 | Marketing Campaign - 2024 | Market Analysis - 2021,2,"Oracle, KPMG",1,0,0.1,Junior,1,"Product School Certification, Certified Scrum Product Owner",2,1,0,1,0.5,25.13,1,"Pune, Bangalore, Mumbai",0.73,1.17,0.61,0cd8875c
Financial Analyst,STU000816,25,Male,Chennai,Tamil Nadu,729899,Master's,XLRI Jamshedpur,Tier-2,Finance,2027,8.48,8,"Risk Analysis, Excel, Bloomberg, Financial Modeling, Python, Valuation, Accounting",7,1,0,0,0,4,Marketing Campaign - 2024 | Financial Model - 2022 | Marketing Campaign - 2020 | HR Policy - 2024,0,None,0,0,0.0,Fresher,0,"Financial Modeling Certificate, CFA Level 1, NSE Certified",3,1,0,1,0.5,15.24,1,Mumbai,0.85,1.4,0.69,0cd8875c
Software Engineer,STU004931,23,Female,Chennai,Tamil Nadu,928213,Bachelor's,LPU,Tier-2,Information Technology,2027,6.45,6,"C++, Java, Microservices, Python, Docker, SQL, Git, Data Structures",8,1,1,0,1,4,E-commerce Platform - 2021 | E-commerce Platform - 2023 | E-commerce Platform - 2024 | Weather App - 2024,0,None,0,0,0.0,Fresher,0,Oracle Certified Professional,1,1,0,1,0.5,11.14,0,Pune,0.65,1.07,0.56,0cd8875c
Marketing Specialist,STU000521,18,Male,Jaipur,Rajasthan,574084,Bachelor's,Mumbai University,Tier-2,Marketing,2028,8.43,8,"PPC, SEO, Google Analytics, Email Marketing, Brand Management, Social Media, Content Marketing",7,0,0,0,0,4,Financial Model - 2024 | Marketing Campaign - 2023 | Market Analysis - 2022 | HR Policy - 2020,2,"Rivigo, Capgemini",1,0,0.0,Fresher,0,HubSpot Content Marketing,1,1,0,1,0.5,7.9,1,"Chennai, Hyderabad, Bangalore",0.84,0.93,0.59,0cd8875c
Financial Analyst,STU005899,25,Male,Hyderabad,Telangana,607187,Bachelor's,Hyderabad University,Tier-2,Finance,2028,8.02,8,"Financial Modeling, Accounting, Valuation, Python, Excel, Risk Analysis, Bloomberg",7,1,0,0,0,5,Marketing Campaign - 2022 | Market Analysis - 2020 | Financial Model - 2020 | Marketing Campaign - 2023 | Market Analysis - 2023,1,SAP,1,0,0.0,Fresher,0,FRM Certification,1,1,0,0,0.0,7.33,1,"Hyderabad, Bangalore, Chennai",0.8,0.93,0.58,0cd8875c
HR Generalist,STU001539,25,Female,Kolkata,West Bengal,613321,Bachelor's,Christ University,Tier-2,Business Administration,2027,8.63,9,"Recruitment, Communication, HR Policies, Performance Management, Excel, Employee Relations, Training",7,0,0,0,0,5,Market Analysis - 2023 | HR Policy - 2024 | HR Policy - 2020 | Financial Model - 2020 | Market Analysis - 2024,0,None,0,0,0.0,Fresher,0,None,0,0,0,1,0.5,5.38,1,"Delhi-NCR, Hyderabad",0.86,0.7,0.55,0cd8875c
Civil Engineer,STU003275,20,Male,Pune,Maharashtra,691580,Bachelor's,IIT Delhi,Tier-1,Construction Technology,2027,7.79,8,"Surveying, STAAD Pro, Structural Analysis, Construction Management, Revit, AutoCAD, Project Management",7,0,0,0,0,4,Thermal Analysis - 2023 | Thermal Analysis - 2022 | Thermal Analysis - 2023 | Circuit Design - 2022,0,None,0,0,0.0,Fresher,0,"Project Management Professional, AutoCAD Certified Professional",2,1,0,1,0.5,4.9,0,"Pune, Chennai, Delhi-NCR",0.78,1.17,0.62,0cd8875c
HR Generalist,STU000184,18,Male,Pune,Maharashtra,428497,Bachelor's,Xavier's Mumbai,Tier-2,HR Management,2024,8.94,9,"Recruitment, Performance Management, Excel, HR Policies, Training, Communication, Employee Relations",7,0,0,0,0,2,HR Policy - 2023 | Marketing Campaign - 2020,3,"VMware, Wipro, Ola Electric",1,0,2.7,Mid-Level,1,HR Analytics Certification,1,1,0,1,0.5,6.89,0,"Bangalore, Pune, Delhi-NCR",1.38,0.93,0.68,0cd8875c
DevOps Engineer,STU006158,21,Male,Pune,Maharashtra,521971,Bachelor's,Shiv Nadar University,Tier-2,Cloud Computing,2024,7.34,7,"Jenkins, AWS, Ansible, Terraform, Linux, Monitoring",6,0,0,0,0,2,E-commerce Platform - 2021 | Weather App - 2020,3,"IBM, Wipro, Unacademy",1,0,2.3,Mid-Level,1,"AWS Certified DevOps Engineer, HashiCorp Certification",2,1,1,1,1.0,13.61,0,"Delhi-NCR, Chennai, Hyderabad",1.07,1.0,0.64,0cd8875c
Web Developer,STU002766,20,Female,Mumbai,Maharashtra,921295,Bachelor's,Shiv Nadar University,Tier-2,Information Technology,2026,6.44,6,"Redux, CSS, Git, TypeScript, JavaScript, MongoDB, HTML, React, Express, Node.js",10,0,0,1,0,3,Social Media App - 2021 | Social Media App - 2022 | Social Media App - 2020,2,"PwC, Swiggy",1,0,0.5,Junior,1,None,0,0,1,1,1.0,7.76,1,"Chennai, Bangalore, Mumbai",0.71,1.0,0.59,0cd8875c
Machine Learning Engineer,STU005042,21,Female,Jaipur,Rajasthan,312675,Bachelor's,IIT Indore,Tier-1,AI/ML,2024,8.08,8,"MLOps, TensorFlow, Deep Learning, Scikit-learn, NLP, Keras, Computer Vision, Python, PyTorch",9,1,0,0,0,2,Social Media App - 2021 | Weather App - 2022,2,"Dream11, Oracle",1,0,2.4,Mid-Level,1,"NVIDIA DLI Certifications, Azure AI Engineer, AWS Certified Machine Learning",3,1,0,1,0.5,14.21,1,"Hyderabad, Pune, Chennai",1.2,1.8,0.81,0cd8875c
Business Analyst,STU004792,22,Male,Chennai,Tamil Nadu,601656,Bachelor's,Calcutta University,Tier-2,MBA,2025,8.89,9,"Visio, Tableau, Power BI, SQL, Requirements Gathering, Excel",6,0,0,0,1,5,HR Policy - 2023 | Market Analysis - 2023 | HR Policy - 2022 | Marketing Campaign - 2021 | Marketing Campaign - 2020,2,"Oracle, BlackBuck",1,0,1.3,Junior,1,None,0,0,0,1,0.5,8.93,1,"Mumbai, Hyderabad",1.12,0.6,0.56,0cd8875c
Mechanical Engineer,STU005631,24,Male,Mumbai,Maharashtra,787414,Bachelor's,NIT Jaipur,Tier-2,Mechanical Engineering,2025,6.25,6,"SolidWorks, Fluid Mechanics, Manufacturing, FEA, AutoCAD, CATIA",6,0,0,0,0,5,Circuit Design - 2020 | Bridge Design - 2024 | Circuit Design - 2021 | Circuit Design - 2021 | Thermal Analysis - 2022,3,"Mahindra, Bosch, Tata Motors",1,0,1.5,Junior,1,"Six Sigma Green Belt, CATIA Certified, ASME Certification",3,1,0,1,0.5,7.12,1,Delhi-NCR,0.81,1.2,0.64,0cd8875c
Electrical Engineer,STU006993,20,Male,Mumbai,Maharashtra,121379,Bachelor's,Manipal University,Tier-2,Electronics Engineering,2027,6.36,6,"VLSI, Power Systems, Embedded Systems, MATLAB, Simulink, PLC",6,0,0,0,0,4,Bridge Design - 2022 | Building Plan - 2024 | Bridge Design - 2023 | Bridge Design - 2024,1,Siemens,1,0,0.0,Fresher,0,None,0,0,0,1,0.5,7.95,1,Delhi-NCR,0.64,0.6,0.45,0cd8875c
Marketing Specialist,STU006955,22,Male,Lucknow,Uttar Pradesh,753516,Bachelor's,JNU,Tier-2,Mass Communication,2025,7.07,7,"Content Marketing, Email Marketing, Brand Management, Social Media, Google Analytics, SEO, PPC",7,0,0,0,0,2,HR Policy - 2023 | Market Analysis - 2022,2,"CRED, Wipro",1,0,1.8,Junior,1,None,0,0,0,1,0.5,7.45,1,"Delhi-NCR, Chennai",0.96,0.7,0.55,0cd8875c
